uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
500908-NS4350083500,500908,Bog Squad,Staff time,NS4350083500,243500,683500,Blairbeich Bog/ Black Moss/ East Drumclair/ Kingshill,Butterfly Conservation - Bog Squad - Scotland,,,2016-17,Strathclyde and Ayrshire,Loch Lomond & the Trossachs National Park,NGO
500945-NS453787,500945,Scottish Lowlands Forest District,Restoration,NS453787,245300,678700,Knockupple,,,,2017-19,,Fife & Central Belt,Public
12417-NS9986866680,12417,Easter Inch Moss Peatland Restoration Project,Other,NS9986866680,299868,666680,Easter Inch Moss,Easter Inch moss,18/11/2013,08/03/2016,2014-15,Forth,Fife & Central Belt,Public
12417-NS9933866426,12417,Easter Inch Moss Peatland Restoration Project,Other,NS9933866426,299338,666426,Easter Inch Moss,Easter Inch moss,18/11/2013,08/03/2016,2014-15,Forth,Fife & Central Belt,Public
12443-NS9583762004,12443,Peatland Restoration Fund - Longridge Moss,Other,NS9583762004,295837,662004,Longridge Moss,,,,2013-14,Forth,Fife & Central Belt,Private
12508-NS9583762004,12508,RESTORATION OF SWT SITES,Restoration,NS9583762004,295837,662004,Longridge Moss,SWT - Lowland challenge,25/08/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,NGO
12509-NS8862168272,12509,Blawhorn Moss NNR,Restoration,NS8862168272,288621,668272,Blawhorn Moss,SNH,,,,Forth,Fife & Central Belt,Public
12518-NS886684,12518,Blawhorn Moss NNR - Intelligent Top Caps upgrades for data loggers,Monitoring,NS886684,288600,668400,Blawhorn Moss,,,,2014-15,,Fife & Central Belt,Public
12538-NS9312968002,12538,Black Moss Village Nature Park - Moss Restoration,Restoration,NS9312968002,293129,668002,Black Moss Village,Black Moss  Village Nature Park (West Lothian),28/08/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,Public
12538-NS9306267908,12538,Black Moss Village Nature Park - Moss Restoration,Restoration,NS9306267908,293062,667908,Black Moss Village,Black Moss  Village Nature Park (West Lothian),28/08/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,Public
12541-NS9986866680,12541,Easter Inch Moss Peatland Restoration Project Phase 2,Restoration,NS9986866680,299868,666680,Easter Inch Moss,Easter Inch moss,,,2014-15,Forth,Fife & Central Belt,Public
12541-NS9933866426,12541,Easter Inch Moss Peatland Restoration Project Phase 2,Restoration,NS9933866426,299338,666426,Easter Inch Moss,Easter Inch moss,,,2014-15,Forth,Fife & Central Belt,Public
12547-NS9896166361,12547,Beechwood Corner Bog - Peatland Ecology,,NS9896166361,298961,666361,,,,,,Forth,Fife & Central Belt,
500808-NS885683,500808,Trench damming at Blawhorn Moss NNR,Restoration,NS885683,288500,668300,Blawhorn Moss,,,,2015-16,Forth,Fife & Central Belt,Public
500907-NT05926036,500907,Camilty Bog Restoration,Restoration,NT05926036,305920,660360,Camilty,FES - Camilty Bog,01/12/2016,26/03/2017,2016-17,Forth,Fife & Central Belt,Public
500908-NS9310068000,500908,Bog Squad,Staff time,NS9310068000,293100,668000,Blairbeich Bog/ Black Moss/ East Drumclair/ Kingshill,Butterfly Conservation - Bog Squad - Scotland,,,2016-17,Forth,Fife & Central Belt,NGO
500943-NS9310068000,500943,Peatland for People/Bog Squad,Other,NS9310068000,293100,668000,,Butterfly Conservation - Bog Squad - Scotland,01/04/2017,31/03/2018,2017-18,Forth,Fife & Central Belt,NGO
501066-NT003664,501066,Easter Inch Moss Restoration - Phase 2,Restoration,NT003664,300300,666400,Easter Inch Moss,Easter Inch moss,,,2018-19,Forth,Fife & Central Belt,Public
501067-NS9337767976,501067,Peatland for People/Bog Squad,Other,NS9337767976,293377,667976,Black Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Forth,Fife & Central Belt,NGO
501150-NT06785532,501150,Craigengar Peatland Restoration Project,Restoration,NT06785532,306780,655320,Bawdy Moss,Craigengar (West Lothian),01/10/2018,23/03/2019,2018-19,Forth,Fife & Central Belt,Private
501150-NT06555488,501150,Craigengar Peatland Restoration Project,Restoration,NT06555488,306550,654880,Bawdy Knowes,Craigengar (West Lothian),01/10/2018,23/03/2019,2018-19,Forth,Fife & Central Belt,Private
501641-NS92726199,501641,Polkemmet Moss Peatland Restoration Project,Restoration,NS92726199,292720,661990,Polkemmet Moss,,,,2020-21,,Fife & Central Belt,Private
501645-NS92726199,501645,Polkemmet Moss Peatland Restoration Project - Phase 2,Restoration,NS92726199,292720,661990,Polkemmet Moss,,,,2020-21,,Fife & Central Belt,Private
501023-NO329824,501023,Black Burn Phase 1 Peatland Restoration,Restoration,NO329824,332900,782400,Black Burn,Balmoral Estate,,,2017-18,Tayside and Grampian,Cairngorm,private
501030-NO3650081200,501030,"Restoration at Everan Hill, Invermark",Restoration,NO3650081200,336500,781200,"Everan Hill, Invermark",Dalhousie Estates,11/09/2018,19/11/2018,2018-19,Tayside and Grampian,Cairngorm,private
501260-NO382728,501260,Restoration at Lochan Luie,Restoration,NO382728,338200,772800,Lochan Luie,,,,2019-20,Tayside and Grampian,Tayside,Private
12422-NS6238671858,12422,Low Moss Rehabiliation Project,Restoration,NS6238671858,262386,671858,Low Moss,East Dunbartonshire Council,04/09/2013,19/09/2017,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12423-NS648718,12423,Lenzie Moss Peat Bog Rehabilitation Project,Other,NS648718,264800,671800,Lenzie Moss,East Dunbartonshire Council,,,2013-14,Strathclyde and Ayrshire,Fife & Central Belt,Public
12505-NS6472171813,12505,LENZIE MOSS PEAT BOG REHABILITATION PROJECT 2014-2015,Restoration,NS6472171813,264721,671813,Lenzie Moss,East Dunbartonshire Council,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12511-NS6177374099,12511,WEST BALGROCHAN MARSH MANAGEMENT PLAN,Other,NS6177374099,261773,674099,West Balgrochan,East Dunbartonshire Council,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12533-NS6205971124,12533,High Moss Rehabilitation Project,Restoration,NS6205971124,262059,671124,High Moss,East Dunbartonshire Council,06/08/2014,31/03/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12545-NS6691071167,12545,MILLERSNEUK MARSH MANAGEMENT PLAN,Feasibility,NS6691071167,266910,671167,Millersneuk marsh,East Dunbartonshire Council,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12546-NS6457771705,12546,LENZIE MOSS SCRUB REMOVAL,Restoration,NS6457771705,264577,671705,Lenzie Moss,East Dunbartonshire Council,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12548-NS6496971525,12548,LENZIE MOSS SOUTH PEAT BOG REHABILITATION,Restoration,NS6496971525,264969,671525,Lenzie Moss,Caledonia properties,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
500761-NS647718,500761,East Dunbartonshire Council - Lenzie Moss,Restoration,NS647718,264700,671800,Lenzie Moss,East Dunbartonshire Council,,,2015-16,Strathclyde and Ayrshire,Fife & Central Belt,Public
501132-NS624719,501132,Low Moss Dam Creation,Restoration,NS624719,262400,671900,Low Moss,East Dunbartonshire Council,30/01/2019,28/02/2019,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Public
501133-NS6205971124,501133,High Moss Dam Creation,Restoration,NS6205971124,262059,671124,High Moss,East Dunbartonshire Council,,,2018-19,Strathclyde and Ayrshire,Fife & Central Belt,Public
501312-NS6473971890,501312,Lenzie Moss - Additional Dams and Scrub Removal,Restoration,NS6473971890,264739,671890,Lenzie Moss,,18/02/2020,25/02/2020,,,Fife & Central Belt,Public
12508-NO4473410187,12508,RESTORATION OF SWT SITES,Restoration,NO4473410187,344734,710187,Bankhead Moss,SWT - Lowland challenge,25/08/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,NGO
12522-NT0460092200,12522,Steelend Moss Peatland Restoration,Restoration,NT0460092200,304600,692200,Steelend Moss,Steelend Moss,,,2014-15,Forth,Fife & Central Belt,Private
12557-NS9825692532,12557,FES PEATLAND RESTORATION AND MONITORING PROJECT FINAL ROUND,Restoration,NS9825692532,298256,692532,Dun Moss,FES - Scotland,18/11/2014,31/03/2015,2014-15,Forth,Fife & Central Belt,Public
500544-NS9928391108,500544,Bog Squad - 2015-2016,Other,NS9928391108,299283,691108,,Butterfly Conservation - Bog Squad - Scotland,,,2015-16,Forth,Fife & Central Belt,Private
501250-NO44741017,501250,Restoration Bankhead Moss SSSI,Restoration,NO44741017,344740,710170,Bankhead Moss,,,,2019-20,Forth,Fife & Central Belt,NGO
501639-NN774751,501639,Tigh Na Blair Lowland Peatland Restoration,Restoration,NN774751,277400,775100,Area 1 - The Carse,,,,2020-21,,Cairngorm,Private
501032-NN6462120580,501032,Restoration at Ardvorlich Estate,Restoration,NN6462120580,264621,720580,Ardvorlich Estate,,,,2017-18,Tayside and Grampian,Loch Lomond & the Trossachs National Park,Private
12411-NN9595853401,12411,Peatland Restoration Fund - Bog Squad,Other,NN9595853401,295958,753401,"Blairbeuch, cander moss, easter drumclair, kingshill, Logierait mire SSSI, salterhill, wester moss",Butterfly Conservation - Bog Squad - Scotland,01/01/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,NGO
12442-NN6154739865,12442,Restoration of bare peat and eroded hags - Ben Lawers NNR,Restoration,NN6154739865,261547,739865,"Ben Lawers (Coire Odhar, Meall Corranaich, Tarmachan)",NTS - Ben Lawers NNR,05/12/2013,31/03/2015,2014-15,Tayside and Grampian,Tayside,NGO
12442-NN6105639221,12442,Restoration of bare peat and eroded hags - Ben Lawers NNR,Restoration,NN6105639221,261056,739221,"Ben Lawers (Coire Odhar, Meall Corranaich, Tarmachan)",NTS - Ben Lawers NNR,05/12/2013,31/03/2015,2014-15,Tayside and Grampian,Tayside,NGO
12442-NN5917737534,12442,Restoration of bare peat and eroded hags - Ben Lawers NNR,Restoration,NN5917737534,259177,737534,"Ben Lawers (Coire Odhar, Meall Corranaich, Tarmachan)",NTS - Ben Lawers NNR,05/12/2013,31/03/2015,2014-15,Tayside and Grampian,Tayside,NGO
12484-NN9675046300,12484,Peatland Restoration - FES additional,Restoration,NN9675046300,296750,746300,Eldrick Hill,FES - Scotland,22/04/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,Public
12484-NN842539,12484,Peatland Restoration - FES additional,Restoration,NN842539,284200,753900,Am Prunech,FES - Scotland,22/04/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,Public
12484-NN967463,12484,Peatland Restoration - FES additional,Restoration,NN967463,296700,746300,Elrick,FES - Scotland,22/04/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,Public
12484-NN737631,12484,Peatland Restoration - FES additional,Restoration,NN737631,273700,763100,Errochty West,FES - Scotland,22/04/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,Public
12484-NN817613,12484,Peatland Restoration - FES additional,Restoration,NN817613,281700,761300,Moine Dubh,FES - Scotland,22/04/2014,31/03/2015,2014-15,Tayside and Grampian,Tayside,Public
12506-NN3776954792,12506,LOCH LAIDON PEATLAND RESTORATION PROJECT,Other,NN3776954792,237769,754792,Loch Laidon,Rannoch Trust,,,2014-15,Tayside and Grampian,Tayside,NGO
12544-NN7924136298,12544,Auchnafree Estate Peatland Restoration,Restoration,NN7924136298,279241,736298,Auchnafree,Auchnafree Estate,,,2014-15,Tayside and Grampian,Tayside,Private
500947-NN7586538763,500947,Peatland Condition Assessment and Restoration Feasibility Study,Feasibility,NN7586538763,275865,738763,,Remony Estate,,,2017-18,Tayside and Grampian,Tayside,Private
500999-NN7735040190,500999,Remony Estate Peatland Restoration Project,Restoration,NN7735040190,277350,740190,Remony Estate,Remony Estate,,,2018-19,Tayside and Grampian,Tayside,Private
500999-NN7610037430,500999,Remony Estate Peatland Restoration Project,Restoration,NN7610037430,276100,737430,Remony Estate,Remony Estate,,,2018-19,Tayside and Grampian,Tayside,Private
500999-NN7421038950,500999,Remony Estate Peatland Restoration Project,Restoration,NN7421038950,274210,738950,Remony Estate,Remony Estate,,,2018-19,Tayside and Grampian,Tayside,Private
501008-NN5570043600,501008,Meggernie Estate Peatland Restoration Feasibility Study,Feasibility,NN5570043600,255700,743600,Meggernie Estate,Meggernie Estate,,,,Tayside and Grampian,Tayside,Private
501013-NN6770050700,501013,Chesthill Farms - Feasibility Study,Feasibility,NN6770050700,267700,750700,Chesthill,Chesthill Farms,,,2017-18,Tayside and Grampian,Tayside,Private
501043-NN6112262051,501043,Feasibility Study at Craiganour,Feasibility,NN6112262051,261122,762051,Craiganour - C1,Craiganour (Perth and Kinross),01/07/2018,27/08/2018,2017-18,Tayside and Grampian,Tayside,Private
501043-NN6370561231,501043,Feasibility Study at Craiganour,Feasibility,NN6370561231,263705,761231,Craiganour - C2,Craiganour (Perth and Kinross),01/07/2018,27/08/2018,2017-18,Tayside and Grampian,Tayside,Private
501043-NN5881363816,501043,Feasibility Study at Craiganour,Feasibility,NN5881363816,258813,763816,Craiganour - C3,Craiganour (Perth and Kinross),01/07/2018,27/08/2018,2017-18,Tayside and Grampian,Tayside,Private
501129-NN560630,501129,Craiganour Estate Peatland Restoration,Restoration,NN560630,256000,763000,Craiganour - Site 2,,,,2018-19,Tayside and Grampian,Tayside,Private
501129-NN611620,501129,Craiganour Estate Peatland Restoration,Restoration,NN611620,261100,762000,Craiganour - Site C2,,,,2018-19,Tayside and Grampian,Tayside,Private
501129-NN637613,501129,Craiganour Estate Peatland Restoration,Restoration,NN637613,263700,761300,Craiganour - Site C1,,,,2018-19,Tayside and Grampian,Tayside,Private
501129-NN635624,501129,Craiganour Estate Peatland Restoration,Restoration,NN635624,263500,762400,Craiganour - Site 5,,,,2018-19,Tayside and Grampian,Tayside,Private
501129-NN580608,501129,Craiganour Estate Peatland Restoration,Restoration,NN580608,258000,760800,Craiganour - Site C,,,,2018-19,Tayside and Grampian,Tayside,Private
501152-NN675508,501152,Restoration of Chesthill Estate – Phase 1,Restoration,NN675508,267500,750800,Coire Chearcaill,,,,2018-19,Tayside and Grampian,Tayside,Private
501153-NN558438,501153,Restoration at Meggernie Estate Phase 1,Restoration,NN558438,255800,743800,Creag Dhubh,,,,2018-19,,Tayside,Private
501278-NN724365,501278,Restoration on Ardtalnaig PAF,Restoration,NN724365,272400,736500,Shee,,,21/10/2020,2019-20,Tayside and Grampian,Tayside,Private
12467-NO1780001500,12467,Portmoak Moss LNR-lowland raised bog restoration works,Restoration,NO1780001500,317800,701500,Portmoak Moss,Portmoak Moss (Perth and Kinross),,,2014-15,Tayside and Grampian,Fife & Central Belt,NGO
12523-NO179014,12523,PORTMOAK MOSS MANAGEMENT PLAN,Other,NO179014,317900,701400,Portmoak Moss,Portmoak Moss (Perth and Kinross),01/08/2014,30/12/2014,2014-15,Tayside and Grampian,Fife & Central Belt,NGO
500773-NN8005914099,500773,Dunruchan Farm Peatland Restoration,Other,NN8005914099,280059,714099,Dunruchan Farm,Dunruchan  Farm,01/11/2015,02/03/2016,2015-16,Tayside and Grampian,Fife & Central Belt,Private
501067-NO1788501605,501067,Peatland for People/Bog Squad,Other,NO1788501605,317885,701605,Portmoak Moss,Butterfly Conservation - Bog Squad - Scotland,03/05/2018,16/04/2019,2018-19,Tayside and Grampian,Fife & Central Belt,NGO
501271-NO178016,501271,Restoration at Portmoak Moss LNR,Restoration,NO178016,317800,701600,Portmoak Moss,,,,2019-20,Tayside and Grampian,Fife & Central Belt,NGO
501639-NN781142,501639,Tigh Na Blair Lowland Peatland Restoration,Restoration,NN781142,278100,714200,Area 2 - Red Moss,,,,2020-21,,Fife & Central Belt,Private
12421-NS6610367426,12421,Seven Lochs Peatlands Project - phase 1,Other,NS6610367426,266103,667426,Seven Lochs,GCVGNP - Seven lochs,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12421-NS6761266285,12421,Seven Lochs Peatlands Project - phase 1,Other,NS6761266285,267612,666285,Seven Lochs,GCVGNP - Seven lochs,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12537-NS6607467412,12537,SEVEN LOCHS PEATLANDS PROJECT - PHASE 2,Restoration,NS6607467412,266074,667412,Seven Lochs,GCVGNP - Seven lochs,01/09/2014,28/02/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12537-NS6751566381,12537,SEVEN LOCHS PEATLANDS PROJECT - PHASE 2,Restoration,NS6751566381,267515,666381,Seven Lochs,GCVGNP - Seven lochs,01/09/2014,28/02/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12411-NS8588856377,12411,Peatland Restoration Fund - Bog Squad,Other,NS8588856377,285888,656377,"Blairbeuch, cander moss, easter drumclair, kingshill, Logierait mire SSSI, salterhill, wester moss",Butterfly Conservation - Bog Squad - Scotland,01/01/2014,31/03/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,NGO
12417-NS9288066582,12417,Easter Inch Moss Peatland Restoration Project,Other,NS9288066582,292880,666582,Easter Inch Moss,Easter Inch moss,18/11/2013,08/03/2016,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12421-NS7036865987,12421,Seven Lochs Peatlands Project - phase 1,Other,NS7036865987,270368,665987,Seven Lochs,GCVGNP - Seven lochs,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12421-NS6841568034,12421,Seven Lochs Peatlands Project - phase 1,Other,NS6841568034,268415,668034,Seven Lochs,GCVGNP - Seven lochs,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12421-NS6844868891,12421,Seven Lochs Peatlands Project - phase 1,Other,NS6844868891,268448,668891,Seven Lochs,GCVGNP - Seven lochs,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12468-NS8692261127,12468,PEATLAND RESTORATION - NORTH SHOTTS MOSS BOG restoration,Restoration,NS8692261127,286922,661127,North Shotts Moss,North Lanarshire Council,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12469-NS829622,12469,SALSBURGH BOG SITE CONDITION & RESTORATION FEASIBILITY REPORT,Feasibility,NS829622,282900,662200,Salsburgh Bog,North Lanarshire Council,01/04/2014,01/05/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12473-NS8030074100,12473,PEATLAND RESTORATION - SLAMANNAN BOG - FANNYSIDE MUIR,Other,NS8030074100,280300,674100,"Slamannan bog, Fannyside muir",Buglife Scotland - Fannyside Muir,01/07/2014,31/12/2016,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,NGO
12484-NS845654,12484,Peatland Restoration - FES additional,Restoration,NS845654,284500,665400,Nether Bracco,FES - Scotland,22/04/2014,31/03/2015,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,Public
12514-NS8294562262,12514,Salsburgh Moss Restoration Project,Restoration,NS8294562262,282945,662262,Salsburgh Bog,,,,2014-15,Strathclyde and Ayrshire,Fife & Central Belt,
