uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
501270-NH156175,501270,Ceannacroc Estate– Glen Fada - Phase 1,Restoration,NH156175,215600,817500,Glen Fada A,,,,2019-20,South Highland,Highlands,Private
501270-NH174164,501270,Ceannacroc Estate– Glen Fada - Phase 1,Restoration,NH174164,217400,816400,Glen Fada B,,,,2019-20,South Highland,Highlands,Private
501283-NC915265,501283,Restoration on Suisgill,Restoration,NC915265,291500,926500,Suisgill - Druim nan Comhrag,Suisgill Estate,12/11/2019,09/01/2020,2019-20,Northern Isles and the Northern Highland,Highlands,Private
501283-NC932271,501283,Restoration on Suisgill,Restoration,NC932271,293200,927100,Suisgill - Torr nan Gabhar,Suisgill Estate,12/11/2019,09/01/2020,2019-20,Northern Isles and the Northern Highland,Highlands,Private
501283-NC910250,501283,Restoration on Suisgill,Restoration,NC910250,291000,925000,Suisgill - Extra,Suisgill Estate,12/11/2019,09/01/2020,2019-20,Northern Isles and the Northern Highland,Highlands,Private
501288-NC53552254,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Restoration,NC53552254,253550,922540,Crask II - N. Dalchork,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501288-NC57641588,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Other,NC57641588,257640,915880,Loch Dail na Copiag II - N. Dalchork,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501288-NC59721644,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Restoration,NC59721644,259720,916440,Loch Fuaralachd II - N.Dalchork,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501288-NC28881108,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Restoration,NC28881108,228880,911080,Loch a Mheallian - Benmore,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501288-NC30940342,501288,FES Various Sites (Tranches 4-6) (New app submitted for these see also 501144),Restoration,NC30940342,230940,903420,An Tulachan - Benmore,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501289-NC31351468,501289,Restoration on Various NEW Sites  - combined / replaced by 501288,Restoration,NC31351468,231350,914680,Meall an Lochain - Benmore,FES - Scotland,,,2019-20,Northern Isles and the Northern Highland,Highlands,Public
501292-NH100609,501292,Restoration on Lochrosque Phase 5 - An Caber,Restoration,NH100609,210000,860900,An Caber Lochrosque,Lochrosque Estate,05/09/2019,30/11/2019,2019-20,South Highland,Highlands,Private
501293-NH1862989957,501293,Restoration on Leckmelm,Restoration,NH1862989957,218629,889957,Area 1,,,,2019-20,South Highland,Highlands,Private
501293-NH1855289806,501293,Restoration on Leckmelm,Restoration,NH1855289806,218552,889806,Area 2,,,,2019-20,South Highland,Highlands,Private
501293-NH1857589887,501293,Restoration on Leckmelm,Restoration,NH1857589887,218575,889887,Area 3,,,,2019-20,South Highland,Highlands,Private
501294-NH12705690,501294,Restoration at Ledgowan (An Liathanach) Phase 2,Restoration,NH12705690,212700,856900,An Liathanach,Kirkbi Estates - Ledgowan,06/11/2019,06/02/2020,2019-20,South Highland,Highlands,Private
501295-NH236549,501295,Restoration on Sgurr a'Mhuillian,Restoration,NH236549,223600,854900,Sgurr a'Mhuillian,Kirkbi Estates,,,2019-20,South Highland,Highlands,Private
501298-NH294664,501298,Restoration on Lochluichart,Restoration,NH294664,229400,866400,Lochluichart - Site 1 - Gob na Teangaidh,Lochluichart Estate,17/10/2019,02/12/2019,2019-20,South Highland,Highlands,Private
501303-NH237781,501303,Restoration at Braemore - Phase 2,Restoration,NH237781,223700,878100,Braemore - Site A,Braemore (Highland),,,2019-20,South Highland,Highlands,Private
501303-NH251770,501303,Restoration at Braemore - Phase 2,Restoration,NH251770,225100,877000,Braemore - Site B,Braemore (Highland),17/02/2020,06/11/2020,2019-20,South Highland,Highlands,Private
501303-NH251788,501303,Restoration at Braemore - Phase 2,Restoration,NH251788,225100,878800,Braemore - Site C,Braemore (Highland),17/02/2020,06/11/2020,2019-20,South Highland,Highlands,Private
501303-NH260782,501303,Restoration at Braemore - Phase 2,Restoration,NH260782,226000,878200,Braemore - Site D,Braemore (Highland),17/02/2020,06/11/2020,2019-20,South Highland,Highlands,Private
501308-ND069238,501308,Strathy Restoration project,Restoration,ND069238,306900,923800,Strathy,Welbeck Estates,,,2019-20,Northern Isles and the Northern Highland,Highlands,Private
501311-NH2096369286,501311,Fannich Estate - Coire Beag - Restoration phase 2,Restoration,NH2096369286,220963,869286,Coire Beag,,,,,,Highlands,Private
501390-NH288686,501390,Restoration at Lochluichart (Phase 2)- Coire nan Cuileagan Dubha,Restoration,NH288686,228800,868600,Site 2,,,,,,Highlands,Private
501625-NH441964,501625,Peatland restoration at Glenshero Estate in 2020-21 (MDMG),Restoration,NH441964,244100,896400,GLS2,,,,2020-21,,Highlands,Private
501625-NH441974,501625,Peatland restoration at Glenshero Estate in 2020-21 (MDMG),Restoration,NH441974,244100,897400,GLS3,,,,2020-21,,Highlands,Private
501625-NH450797,501625,Peatland restoration at Glenshero Estate in 2020-21 (MDMG),Restoration,NH450797,245000,879700,GLS4,,,,2020-21,,Highlands,Private
501626-NH092608,501626,Lochrosque Phase 6 – Carn na Garbh Lice,Restoration,NH092608,209200,860800,Carn na Garbh Lice,Lochrosque Estate,,,2020-21,,Highlands,Private
501627-NH200619,501627,Loch Rosque Phase 7 – Dos Mhucarain,Restoration,NH200619,220000,861900,Dos Mhucarain,,,,2020-21,,Highlands,Private
501628-NH298893,501628,Restoration at Corriemulzie - Phase 3 - Allt Luchd Choire,Restoration,NH298893,229800,889300,Allt Luchd Coire Corriemulzie,,,,2020-21,,Highlands,Private
501629-NH233537,501629,Restoration at Strathconon - Phase 2 - Cnap na Feola,Restoration,NH233537,223300,853700,Cnap na Feola,,,,2020-21,,Highlands,Private
501630-NH208552,501630,Restoration at Strathconon - Phase 3 - Carn na Feith Rabhain,Restoration,NH208552,220800,855200,Carn na Feith Rabhain,,,,2020-21,,Highlands,Private
501631-NH209681,501631,Restoration at Fannich - Phase 3 - Coire Beag,Restoration,NH209681,220900,868100,Coire Beag,,,,2020-21,,Highlands,Private
501632-NH1092756348,501632,Restoration at Ledgowan - Phase 3 - Coire a'Ghormachain,Restoration,NH1092756348,210927,856348,Coire a'Ghormachain - P3,,,,2020-21,,Highlands,Private
501633-NC849504,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC849504,284900,950400,Dyke: DKPA1921A7,,,,2020-21,,Highlands,NGO
501633-NC849504,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC849504,284900,950400,Dyke: DKPA1921A8,,,,2020-21,,Highlands,NGO
501633-NC851499,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC851499,285100,949900,Dyke: DKPA1921A5,,,,2020-21,,Highlands,NGO
501633-NC993459,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC993459,299300,945900,Sleach: SLPA1921A4,,,,2020-21,,Highlands,NGO
501633-NC952464,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC952464,295200,946400,Leir: LEPA1921A2,,,,2020-21,,Highlands,NGO
501633-NC965745,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC968456,296500,974500,Lonielist: LOPA1921A3,,,,2020-21,,Highlands,NGO
501633-NC995484,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC995484,299500,948400,Alltain Duibh: ADPA1921A7,,,,2020-21,,Highlands,NGO
501633-NC929458,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC929458,292900,945800,Tracks: TRACKPA1921A8,,,,2020-21,,Highlands,NGO
501633-NC914509,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC914509,291400,950900,Brash chipping trial Dyke: DKPA2021C1,,,,2020-21,,Highlands,NGO
501633-NC996476,501633,RSPB Forsinard Peatland Restoration 2020-2021,Restoration,NC996476,299600,947600,Alltain Duibh: ADPA1921A9,,,,2020-21,,Highlands,NGO
501643-NH142804,501643,Dundonnell peatland restoration 2020/21,Restoration,NH142804,214200,880400,Dundonnell - Site 1,,,,2020-21,,Highlands,Private
501648-NH295691,501648,Restoration at Meall na Speireig,Restoration,NH295691,229500,869100,Meall na Speireig,,,,2020-21,,Highlands,Private
501654-ND017260,501654,Salvaich Peatland Restoration,Restoration,ND017260,301700,926000,Salvaich,Welbeck Estates,,,2020-22 ?,,Highlands,Private
501653-NH337739,501653,,,NH337739,233700,873900,Strathvaich 2020/21 Restoration Site,,,,2020-21,,Highlands,Private
501390-NH288689,501390,"Lochluichart Highland LLP - Coire nan Cuileagan Dubha, Beinn Dearg",Restoration,NH288689,228800,868900,Site 1,,,,,,Highlands,
501252-NH663798,501252,Restoration on Glenbanchor Estate (MDMG),Restoration,NH663798,266300,879800,Glenbanchor Estate - GLB4,,13/12/2019,01/03/2020,,,Highlands,
12358-NH978183,12358,Abernethy bog woodland drain survey,Feasibility,NH978183,297800,818300,Abernethy,RSPB - Abernethy,,,2012-14,South Highland,Cairngorm,NGO
12416-NH965185,12416,Abernethy Bog Woodland Restoration and Peatland Survey Programme,Other,NH965185,296500,818500,Abernethy,,,,2013-14,South Highland,Cairngorm,NGO
12488-NJ023179,12488,Peatland Restoration - Acquisition of Clachaig Moss,Other,NJ023179,302300,817900,Clachaig Moss,,,,2013-14,South Highland,Cairngorm,Private
12510-NH978183,12510,Abernethy Bog Woodland Restoration 2014-2015,Restoration,NH978183,297800,818300,Abernethy,,,,2014-15,,Cairngorm,Private
12525-NH8619004277,12525,ALLT A'MHARCAIDH PEATLAND AND RIVER RESTORATION PROJECT,Other,NH8619004277,286190,804277,Allt A'Mharcaidh,FES - Inverness Ross and Sky District,04/11/2014,16/01/2015,2014-15,South Highland,Cairngorm,public
12539-NH9939705314,12539,CAIRNGORM MOUNTAIN RESTORATION AND INTERPRETATION,Restoration,NH9939705314,299397,805314,Cairngorm mountain,Cairngorm Mountain,,,2014-15,South Highland,Cairngorm,Public
500789-NJ0752610352,500789,Abernethy Peatland Restoration Feasibility Study,Feasibility,NJ0752610352,307526,810352,"Abernethy (An Lurg, Bile Buide)",RSPB - Abernethy,,,2015-16,South Highland,Cairngorm,NGO
500989-NJ041093,500989,Abernethy An Lurg Peatland Restoration Phase 1,Restoration,NJ041093,304100,809300,"An Lurg, Abernethy",RSPB - Abernethy,03/10/2017,10/05/2018,2017-18,South Highland,Cairngorm,NGO
500993b-NN835885,500993b,Peatland Restoration on Slochd Beag Phase Two,Restoration,NN835885,283500,788500,Slochd Beag Phase two,,,,2018-19,South Highland,Cairngorm,Private
500993a-NN836894,500993a,Peatland Restoration on Slochd Beag Phase One,Restoration,NN836894,283600,789400,Slochd Beag Phase one,,,,2017-18,South Highland,Cairngorm,Private
501122-NJ007175,501122,Abernethy Forest Mires Study,Feasibility,NJ007175,300700,817500,Abernethy,RSPB - Abernethy,,,2018-19,South Highland,Cairngorm,NGO
501171-NN7399389194,501171,Peatland Restoration on Lynaberack Estate,Restoration,NN7399389194,273993,789194,Poll Dubh Lynaberack - Lynaberack Estate,Wildland Estate,,,2018-19,South Highland,Cairngorm,Private
501269-NH921017,501269,Peat Depth Study at Gleann Eanaich,Peat depth survey,NH921017,292100,801700,Gleann Eanaich,,,,2019-20,South Highland,Cairngorm,
501280-NN736885,501280,Restoration on Poll Dubh Lynaberack Phase 2 (CC),Restoration,NN736885,273600,788500,Poll Dubh,,,,2019-20,South Highland,Cairngorm,Private
501280-NN742891,501280,Restoration on Poll Dubh Lynaberack Phase 2 (CC),Restoration,NN742891,274200,789100,Poll Dubh,,,,2019-20,South Highland,Cairngorm,Private
501281-NN835874,501281,Restoration on Glas Leathad (CC),Restoration,NN835874,283500,787400,Glas Leathad,,,,2019-20,South Highland,Cairngorm,Private
501282-NN835874,501282,Restoration on Slochd Beag Additional Restoration (CC),Restoration,NN835874,283500,787400,Slochd Beag,,,,2019-20,South Highland,Cairngorm,Private
501285-NJ042091,501285,Restoration in Abernethy - Phase 1,Restoration,NJ042091,304200,809100,An Lurg,,,,2019-20,South Highland,Cairngorm,NGO
501285-NJ072123,501285,Restoration in Abernethy - Phase 1,Restoration,NJ072123,307200,812300,Bile Buidhe,,,,2019-20,South Highland,Cairngorm,NGO
501618-NH990191,501618,Peatland Restoration on Dunmaglass estate in 2020-21 (MDMG),Restoration,NH990191,299000,819100,DNMG3,,,,2020-21,,Cairngorm,Private
12549-NH7642740923,12549,NAIRNSIDE PEATLAND RESTORATION,Restoration,NH7642740923,276427,840923,Nairnside,Nairnside Trust,24/10/2014,15/03/2015,2014-15,South Highland,North East,NGO
501123-NJ104389,501123,Carn-na-h-Eige Restoration,Restoration,NJ104389,310400,838900,Carn-na-h-Eige,Tulchan Sporting Estates Ltd,,,2018-19,South Highland,North East,Private
501238-NH812556,501238,Restoration at Alvie (MDMG),Restoration,NH812556,281200,855600,Alvie Estate (ALV 6),,04/08/2020,24/03/2020,2019-20,South Highland,North East,Private
501274-NJ097413,501274,Restoration on Carn Dearg,Restoration,NJ097413,309700,841300,Carn Dearg sub-site A,Poltalloch Estate,,,2019-20,South Highland,North East,Private
501274-NJ098402,501274,Restoration on Carn Dearg,Restoration,NJ098402,309800,840200,Carn Dearg sub-site B,,,,2019-20,South Highland,North East,Private
12480-NN3923979353,12480,PEATLAND RESTORATION - CORROUR FOREST,Restoration,NN3923979353,239239,779353,Corrour forest,Corrour Lands Ltd,26/05/2014,02/04/2015,2014-15,South Highland,Lochaber & Skye,Private
12560-NN380788,12560,PEATLAND RESTORATION ASSESSMENT OF CORROUR FOREST,Feasibility,NN380788,238000,778800,Corrour forest,,06/10/2014,30/03/2015,2014-15,South Highland,Lochaber & Skye,Private
500764-NN1310477338,500764,North Highland FD Phase II Peatland Restoration,Restoration,NN1310477338,213104,777338,"North Highland, Dalvenie",FES - North Highland Forest District,25/09/2015,25/02/2016,2015-16,South Highland,Lochaber & Skye,Public
500766-NM4470667383,500766,"Ardnamurchan Peatland Restoration (Allt Sanna, Struthan Bhraigh nan Allt)",Other,NM4470667383,144706,767383,Ardnamurchan Struthan Bhraigh nan Allt,Locaher Fisheries Trust,,,2015-16,South Highland,Lochaber & Skye,NGO
500766-NM4630268905,500766,"Ardnamurchan Peatland Restoration (Allt Sanna, Struthan Bhraigh nan Allt)",Other,NM4630268905,146302,768905,Ardnamurchan Allt Sanna,Locaher Fisheries Trust,,,2015-16,South Highland,Lochaber & Skye,NGO
500783-NN130771,500783,Dalvenvie Bog Restoration,Restoration,NN130771,213000,777100,,,,,2015-16,South Highland,Lochaber & Skye,Public
500809-NM368986,500809,Rum Peatland Potential Feasibility Study,Feasibility,NM368986,136800,798600,Rum,SNH - Rum,,,2015-16,South Highland,Lochaber & Skye,Public
500810-NM6595568773,500810,Kentra Peatland Restoration Feasibility Study,Feasibility,NM6595568773,165955,768773,Kentra,SNH,,,2015-16,South Highland,Lochaber & Skye,Public
500960-NN657976,500960,Peatland restoration at Cluny Estate,Feasibility,NN657976,265700,797600,Cluny Estate,Cluny Estate,07/02/2018,,2017-18,South Highland,Lochaber & Skye,Private
500961a-NH7158924782,500961a,Peatland Restoration at Farr Estate - FEASIBILITY STUDY,Feasibility,NH7158924782,271589,824782,Farr Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500961a-NH7150025452,500961a,Peatland Restoration at Farr Estate - FEASIBILITY STUDY,Feasibility,NH7150025452,271500,825452,Farr Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500961a-NH7234925205,500961a,Peatland Restoration at Farr Estate - FEASIBILITY STUDY,Feasibility,NH7234925205,272349,825205,Farr Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500961a-NH7114123261,500961a,Peatland Restoration at Farr Estate - FEASIBILITY STUDY,Feasibility,NH7114123261,271141,823261,Farr Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500961b-NH7158924782,500961b,Peatland Restoration at Farr Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH7158924782,271589,824782,Farr Estate - FARR 1,,,,2017-18,South Highland,Lochaber & Skye,Private
500961b-NH7150025452,500961b,Peatland Restoration at Farr Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH7150025452,271500,825452,Farr Estate - FARR 2,,,,2017-18,South Highland,Lochaber & Skye,Private
500961b-NH7234925205,500961b,Peatland Restoration at Farr Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH7234925205,272349,825205,Farr Estate - FARR 3,,,,2017-18,South Highland,Lochaber & Skye,Private
500961b-NH7114123261,500961b,Peatland Restoration at Farr Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH7114123261,271141,823261,Farr Estate - FARR 4,,,,2017-18,South Highland,Lochaber & Skye,Private
500961c-NH7158924782,500961c,Peatland Restoration at Farr Estate - RESTORATION WORK - Ditch Blocking and re-profiling,Restoration,NH7158924782,271589,824782,Farr Estate - FARR 1,,,,2017-18,South Highland,Lochaber & Skye,Private
500961c-NH7150025452,500961c,Peatland Restoration at Farr Estate - RESTORATION WORK - Ditch Blocking and re-profiling,Restoration,NH7150025452,271500,825452,Farr Estate - FARR 2,,,,2017-18,South Highland,Lochaber & Skye,Private
500961c-NH7234925205,500961c,Peatland Restoration at Farr Estate - RESTORATION WORK - Ditch Blocking and re-profiling,Restoration,NH7234925205,272349,825205,Farr Estate - FARR 3,,,,2017-18,South Highland,Lochaber & Skye,Private
500961c-NH7114123261,500961c,Peatland Restoration at Farr Estate - RESTORATION WORK - Ditch Blocking and re-profiling,Restoration,NH7114123261,271141,823261,Farr Estate - FARR 4,,,,2017-18,South Highland,Lochaber & Skye,Private
500962-NH8061305774,500962,Dunachton & Kincraig Estate - Feasibility Study,Feasibility,NH8061305774,280613,805774,Dunachton & Kincraig Estate,Dunachton & Kincraig Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500963a-NH5396313059,500963a,Peatland Restoration at Garrogie Estate - FEASIBILITY STUDY,Feasibility,NH5396313059,253963,813059,Garrogie Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500963a-NH5357312497,500963a,Peatland Restoration at Garrogie Estate - FEASIBILITY STUDY,Feasibility,NH5357312497,253573,812497,Garrogie Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500963a-NH5478312351,500963a,Peatland Restoration at Garrogie Estate - FEASIBILITY STUDY,Feasibility,NH5478312351,254783,812351,Garrogie Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500963a-NH5426513212,500963a,Peatland Restoration at Garrogie Estate - FEASIBILITY STUDY,Feasibility,NH5426513212,254265,813212,Garrogie Estate,,,,2017-18,South Highland,Lochaber & Skye,Private
500963b-NH5396313059,500963b,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH5396313059,253963,813059,"Garrogie Estate - GARR1(a,b,c,e)",,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963b-NH5357312497,500963b,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH5357312497,253573,812497,"Garrogie Estate - GARR2(a.b,c,d,e,f)",,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963b-NH5450612327,500963b,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH5450612327,254506,812327,Garrogie Estate - GARRFx,,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963b-NH5487012203,500963b,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH5487012203,254870,812203,Garrogie Estate - GARR2X1,,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963c-NH5429512273,500963c,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Drain Blocking and Re-profiling,Restoration,NH5429512273,254295,812273,Garrogie Estate - GARR2X2,,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963c-NH5424413111,500963c,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Drain Blocking and Re-profiling,Restoration,NH5424413111,254244,813111,Garrogie Estate - GARRE1,,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963c-NH5395212883,500963c,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Drain Blocking and Re-profiling,Restoration,NH5395212883,253952,812883,Garrogie Estate - GARRE2,,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500963c-NH524126,500963c,Peatland Restoration at Garrogie Estate - RESTORATION WORK - Drain Blocking and Re-profiling,Restoration,NH524126,252400,812600,"Garrogie Estate - GARRE2(.1,2,3,4,5,6,7,8,9)",,01/08/2018,24/10/2018,2017-18,South Highland,Lochaber & Skye,Private
500964a-NH7239623328,500964a,Peatland Restoration at Glenmazeran Estate - FEASIBILITY STUDY,Feasibility,NH7239623328,272396,823328,Glenmazeran Estate,,,,,South Highland,Lochaber & Skye,Private
500964b-NH7239623328,500964b,Peatland Restoration at Glenmazeran Estate - RESTORATION WORK,Restoration,NH7239623328,272396,823328,Glenmazeran Estate - GLNM1,,,,2017-18,South Highland,Lochaber & Skye,Private
500967-NH7631506040,500967,Feasibility Study at Balavil Estate,Feasibility,NH7631506040,276315,806040,Balavil Estate,Balavil Estate,,,,,Lochaber & Skye,Private
500968-NH605107,500968,Peatland Restoration in the MDMG Area,Restoration,NH605107,260500,810700,Monadhliath,,,,2018-19,South Highland,Lochaber & Skye,Private
500969a-NH5426513212,500969a,Restoration on the Pitmain Estate - FEASIBILITY STUDY,Feasibility,NH5426513212,254265,813212,Pitmain Estate,,28/08/2017,31/03/2018,2017-18,South Highland,Lochaber & Skye,Private
500969b-NH7183808039,500969b,Restoration on the Pitmain Estate - RESTORATION WORK - Eroded peat restoration,Restoration,NH7183808039,271838,808039,Pitmain Estate - PIT2ax,,17/09/2018,11/12/2018,2017-18,South Highland,Lochaber & Skye,Private
500970-NH6015517375,500970,Feasibility Study on Dunmaglass Estate,Feasibility,NH6015517375,260155,817375,Dunmaglass Estate,Dunmaglass Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500971a-NH8097710406,500971a,Peatland Restoration at Alvie Estate - FEASIBILITY STUDY,Feasibility,NH8097710406,280977,810406,Alvie Estate,Alvie Estate,28/08/2017,31/03/2018,2017-18,South Highland,Lochaber & Skye,Private
500971b-NH809104,500971b,Peatland Restoration at Alvie Estate - RESTORATION WORK,Restoration,NH809104,280900,810400,"Alvie Estate - ALV1(a,b,c)",Alvie Estate,26/11/2019,14/01/2019,2017-18,South Highland,Lochaber & Skye,Private
500973-NN5117596125,500973,Peatland Restoration at Glenshero Estate - Feasibility Study,Feasibility,NN5117596125,251175,796125,Glenshero,Glenshero Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500980-NG4000001500,500980,Rum Feasibility Study,Feasibility,NG4000001500,140000,801500,Rum - Area A,SNH - Rum,,,2017-18,South Highland,Lochaber & Skye,Public
500980-NG3765000250,500980,Rum Feasibility Study,Feasibility,NG3765000250,137650,800250,Rum - Area B,SNH - Rum,,,2017-18,South Highland,Lochaber & Skye,Public
500984-NM7156049780,500984,Ardtornish Feasibility Study,Feasibility,NM7156049780,171560,749780,Ardtornish - Area A,Ardtornish Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500984-NM7512045925,500984,Ardtornish Feasibility Study,Feasibility,NM7512045925,175120,745925,Ardtornish - Area B,Ardtornish Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500984-NM6972053440,500984,Ardtornish Feasibility Study,Feasibility,NM6972053440,169720,753440,Ardtornish - Area C,Ardtornish Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500984-NM7335054455,500984,Ardtornish Feasibility Study,Feasibility,NM7335054455,173350,754455,Ardtornish - Area D,Ardtornish Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500984-NM7592049665,500984,Ardtornish Feasibility Study,Feasibility,NM7592049665,175920,749665,Ardtornish - Area E,Ardtornish Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500986-NH6606424765,500986,Feasibility Study at Aberarder Estate,Feasibility,NH6606424765,266064,824765,Aberarder Estate,Aberarder Estate,,,2017-18,South Highland,Lochaber & Skye,Private
500987-NN4008574944,500987,Corrour open hill peatland restoration feasibility study,Feasibility,NN4008574944,240085,774944,Corrour open hill - Area 1,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
500987-NN4055070141,500987,Corrour open hill peatland restoration feasibility study,Feasibility,NN4055070141,240550,770141,Corrour open hill - Area 2,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
500987-NN3693163534,500987,Corrour open hill peatland restoration feasibility study,Feasibility,NN3693163534,236931,763534,Corrour open hill - Area 3,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
500987-NN3899462806,500987,Corrour open hill peatland restoration feasibility study,Feasibility,NN3899462806,238994,762806,Corrour open hill - Area 4,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
500987-NN4058361350,500987,Corrour open hill peatland restoration feasibility study,Feasibility,NN4058361350,240583,761350,Corrour open hill - Area 4,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
500991-NM4710087124,500991,Blar Dubh peatland restoration feasibility study,Feasibility,NM4710087124,147100,787124,Blar Dubh,Isle of Eigg Heritage/Community Trust,,,2017-18,South Highland,Lochaber & Skye,NGO
500992-NM6527555455,500992,Kinlochteacuis Peatland Restoration Feasibility Study,Feasibility,NM6527555455,165275,755455,Kinlochteacuis Area A,Kinlochteacuis (Highland),,,2017-18,South Highland,Lochaber & Skye,Private
500992-NM6636554915,500992,Kinlochteacuis Peatland Restoration Feasibility Study,Feasibility,NM6636554915,166365,754915,Kinlochteacuis Area B,Kinlochteacuis (Highland),,,2017-18,South Highland,Lochaber & Skye,Private
500994-NG6052202938,500994,Feasibility Study at Tormore Forest,Feasibility,NG6052202938,160522,802938,Tormore Forest,Sleat Community Trust,,,2017-18,South Highland,Lochaber & Skye,NGO
501003-NN4150078000,501003,Feasibility Study at Meallan Odhar,Feasibility,NN4150078000,241500,778000,Meallan Odhar,Corrour Lands Ltd,,,2017-18,South Highland,Lochaber & Skye,Private
501004-NM4454567626,501004,Sonachan Burn re-meandering design study,Design Study,NM4454567626,144545,767626,Sonachan Burn,Locaher Fisheries Trust,,,2017-18,South Highland,Lochaber & Skye,NGO
501009-NG5162154311,501009,Storr Lochs Woodland - Peatland Restoration Feasibility Study,Feasibility,NG5162154311,151621,854311,Storr Lochs,Storr Lochs Woodland,,,,South Highland,Lochaber & Skye,Private
501009-NG5121354114,501009,Storr Lochs Woodland - Peatland Restoration Feasibility Study,Feasibility,NG5121354114,151213,854114,Storr Lochs,Storr Lochs Woodland,,,,South Highland,Lochaber & Skye,Private
501018-NN2103068765,501018,Glen Nevis Feasibility Study,Feasibility,NN2103068765,221030,768765,Glen Nevis,John Muir Trust,,,2017-18,South Highland,Lochaber & Skye,NGO
501019-NG7073702287,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7073702287,170737,802287,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NG7362801077,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7362801077,173628,801077,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NG7671601836,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7671601836,176716,801836,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
